;;87998500-5;87998500-5-6;30-12-2020;6;2020-12-30;$;0;0;110004;1;15480;0;B1;310101;1003;;;;;;;013;1;1;30 dias;30;;;Vendedor
;;87998500-5;87998500-5-6;30-12-2020;6;2020-12-30;$;0;0;120120;1;14580;0;B1;310101;1003;;;;;;;013;1;1;30 dias;30;;;Vendedor
;;87998500-5;87998500-5;30-12-2020;7;2020-12-30;$;0;0;130363;2;13800;0;B1;310101;1003;;;;;;;014;1;1;30 dias;30;;;Vendedor
;;87998500-5;87998500-5;30-12-2020;7;2020-12-30;$;0;0;140907;2;5688;0;B1;310101;1003;;;;;;;014;1;1;30 dias;30;;;Vendedor
